Province_StateID,Date,NewCases
0,2020-04-29,0
0,2020-04-30,0
0,2020-05-01,0
0,2020-05-02,0
0,2020-05-03,0
0,2020-05-04,1
0,2020-05-05,0
0,2020-05-06,0
0,2020-05-07,0
0,2020-05-08,0
0,2020-05-09,0
0,2020-05-10,0
0,2020-05-11,0
0,2020-05-12,0
0,2020-05-13,0
0,2020-05-14,0
0,2020-05-15,0
0,2020-05-16,0
0,2020-05-17,0
0,2020-05-18,0
0,2020-05-19,0
0,2020-05-20,0
0,2020-05-21,0
0,2020-05-22,0
0,2020-05-23,0
0,2020-05-24,0
0,2020-05-25,0
0,2020-05-26,0
0,2020-05-27,0
0,2020-05-28,0
0,2020-05-29,0
0,2020-05-30,0
0,2020-05-31,0
0,2020-06-01,0
0,2020-06-02,0
0,2020-06-03,0
0,2020-06-04,0
0,2020-06-05,0
0,2020-06-06,1
0,2020-06-07,0
0,2020-06-08,0
0,2020-06-09,0
0,2020-06-10,0
0,2020-06-11,0
0,2020-06-12,0
0,2020-06-13,0
0,2020-06-14,0
0,2020-06-15,0
0,2020-06-16,0
0,2020-06-17,0
0,2020-06-18,0
0,2020-06-19,0
0,2020-06-20,0
0,2020-06-21,0
0,2020-06-22,0
0,2020-06-23,0
0,2020-06-24,0
0,2020-06-25,0
0,2020-06-26,0
0,2020-06-27,0
0,2020-06-28,0
0,2020-06-29,0
0,2020-06-30,0
0,2020-07-01,0
0,2020-07-02,0
0,2020-07-03,0
0,2020-07-04,0
0,2020-07-05,0
0,2020-07-06,0
0,2020-07-07,3
0,2020-07-08,1
0,2020-07-09,1
0,2020-07-10,0
0,2020-07-11,0
0,2020-07-12,0
0,2020-07-13,0
0,2020-07-14,0
0,2020-07-15,0
0,2020-07-16,0
0,2020-07-17,0
0,2020-07-18,0
0,2020-07-19,0
0,2020-07-20,0
0,2020-07-21,0
0,2020-07-22,0
0,2020-07-23,0
0,2020-07-24,0
0,2020-07-25,0
0,2020-07-26,0
0,2020-07-27,0
0,2020-07-28,0
0,2020-07-29,0
0,2020-07-30,0
0,2020-07-31,0
0,2020-08-01,0
0,2020-08-02,0
0,2020-08-03,0
0,2020-08-04,0
0,2020-08-05,0
0,2020-08-06,0
0,2020-08-07,0
0,2020-08-08,0
0,2020-08-09,0
0,2020-08-10,0
0,2020-08-11,0
0,2020-08-12,0
0,2020-08-13,0
0,2020-08-14,0
0,2020-08-15,0
0,2020-08-16,0
0,2020-08-17,0
0,2020-08-18,0
0,2020-08-19,0
0,2020-08-20,0
0,2020-08-21,0
0,2020-08-22,0
0,2020-08-23,0
0,2020-08-24,0
0,2020-08-25,0
0,2020-08-26,0
0,2020-08-27,0
0,2020-08-28,0
0,2020-08-29,0
0,2020-08-30,0
0,2020-08-31,0
0,2020-09-01,0
0,2020-09-02,0
0,2020-09-03,0
0,2020-09-04,0
0,2020-09-05,0
0,2020-09-06,0
0,2020-09-07,0
0,2020-09-08,0
0,2020-09-09,0
0,2020-09-10,0
0,2020-09-11,0
0,2020-09-12,0
0,2020-09-13,0
0,2020-09-14,0
0,2020-09-15,0
0,2020-09-16,0
0,2020-09-17,0
0,2020-09-18,0
0,2020-09-19,0
0,2020-09-20,0
0,2020-09-21,0
0,2020-09-22,0
0,2020-09-23,0
0,2020-09-24,0
0,2020-09-25,0
0,2020-09-26,0
0,2020-09-27,0
0,2020-09-28,0
0,2020-09-29,0
0,2020-09-30,0
0,2020-10-01,0
0,2020-10-02,0
0,2020-10-03,0
0,2020-10-04,0
0,2020-10-05,0
0,2020-10-06,0
0,2020-10-07,0
0,2020-10-08,0
0,2020-10-09,0
0,2020-10-10,0
0,2020-10-11,0
0,2020-10-12,0
0,2020-10-13,0
0,2020-10-14,0
0,2020-10-15,0
0,2020-10-16,0
0,2020-10-17,0
0,2020-10-18,0
0,2020-10-19,0
0,2020-10-20,0
0,2020-10-21,1
0,2020-10-22,0
0,2020-10-23,0
0,2020-10-24,0
0,2020-10-25,0
0,2020-10-26,0
0,2020-10-27,0
0,2020-10-28,0
0,2020-10-29,0
0,2020-10-30,0
0,2020-10-31,0
0,2020-11-01,0
0,2020-11-02,0
0,2020-11-03,0
0,2020-11-04,0
0,2020-11-05,0
0,2020-11-06,0
0,2020-11-07,0
0,2020-11-08,0
0,2020-11-09,0
0,2020-11-10,0
0,2020-11-11,0
0,2020-11-12,0
0,2020-11-13,0
0,2020-11-14,0
0,2020-11-15,0
0,2020-11-16,0
0,2020-11-17,1
0,2020-11-18,0
0,2020-11-19,0
0,2020-11-20,0
0,2020-11-21,0
0,2020-11-22,0
0,2020-11-23,0
0,2020-11-24,0
0,2020-11-25,0
0,2020-11-26,1
0,2020-11-27,1
0,2020-11-28,0
0,2020-11-29,0
0,2020-11-30,0
0,2020-12-01,0
0,2020-12-02,0
0,2020-12-03,0
0,2020-12-04,0
0,2020-12-05,0
0,2020-12-06,0
0,2020-12-07,0
0,2020-12-08,0
0,2020-12-09,0
0,2020-12-10,0
0,2020-12-11,0
0,2020-12-12,0
0,2020-12-13,0
0,2020-12-14,0
0,2020-12-15,0
0,2020-12-16,0
0,2020-12-17,0
0,2020-12-18,0
0,2020-12-19,0
0,2020-12-20,1
0,2020-12-21,0
0,2020-12-22,0
0,2020-12-23,0
0,2020-12-24,0
0,2020-12-25,0
0,2020-12-26,0
0,2020-12-27,0
0,2020-12-28,0
0,2020-12-29,0
0,2020-12-30,0
0,2020-12-31,0
0,2021-01-01,0
0,2021-01-02,0
0,2021-01-03,0
0,2021-01-04,0
0,2021-01-05,0
0,2021-01-06,0
0,2021-01-07,0
0,2021-01-08,0
0,2021-01-09,0
0,2021-01-10,0
0,2021-01-11,0
0,2021-01-12,0
0,2021-01-13,0
0,2021-01-14,0
0,2021-01-15,0
0,2021-01-16,0
0,2021-01-17,0
0,2021-01-18,0
0,2021-01-19,0
0,2021-01-20,0
0,2021-01-21,0
0,2021-01-22,0
0,2021-01-23,0
0,2021-01-24,0
0,2021-01-25,0
0,2021-01-26,0
0,2021-01-27,0
0,2021-01-28,0
0,2021-01-29,0
0,2021-01-30,0
0,2021-01-31,0
0,2021-02-01,0
0,2021-02-02,0
0,2021-02-03,0
0,2021-02-04,0
0,2021-02-05,0
0,2021-02-06,0
0,2021-02-07,0
0,2021-02-08,0
0,2021-02-09,0
0,2021-02-10,0
0,2021-02-11,0
0,2021-02-12,0
0,2021-02-13,0
0,2021-02-14,0
0,2021-02-15,0
0,2021-02-16,0
0,2021-02-17,0
0,2021-02-18,0
0,2021-02-19,0
0,2021-02-20,0
0,2021-02-21,0
0,2021-02-22,0
0,2021-02-23,0
0,2021-02-24,0
0,2021-02-25,0
0,2021-02-26,0
0,2021-02-27,0
0,2021-02-28,0
0,2021-03-01,0
0,2021-03-02,2
0,2021-03-03,0
0,2021-03-04,0
0,2021-03-05,0
0,2021-03-06,2
0,2021-03-07,0
0,2021-03-08,0
0,2021-03-09,1
0,2021-03-10,0
0,2021-03-11,0
0,2021-03-12,0
0,2021-03-13,0
0,2021-03-14,0
0,2021-03-15,0
0,2021-03-16,0
0,2021-03-17,0
0,2021-03-18,0
0,2021-03-19,0
0,2021-03-20,0
0,2021-03-21,0
0,2021-03-22,0
0,2021-03-23,0
0,2021-03-24,0
0,2021-03-25,0
0,2021-03-26,0
0,2021-03-27,0
0,2021-03-28,0
0,2021-03-29,0
0,2021-03-30,0
0,2021-03-31,0
0,2021-04-01,0
0,2021-04-02,0
0,2021-04-03,0
0,2021-04-04,0
0,2021-04-05,0
0,2021-04-06,0
0,2021-04-07,0
0,2021-04-08,0
0,2021-04-09,0
0,2021-04-10,0
0,2021-04-11,0
0,2021-04-12,0
0,2021-04-13,0
0,2021-04-14,0
0,2021-04-15,0
0,2021-04-16,0
0,2021-04-17,0
0,2021-04-18,0
0,2021-04-19,0
0,2021-04-20,0
0,2021-04-21,0
0,2021-04-22,0
1,2020-01-22,0
1,2020-01-23,0
1,2020-01-24,0
1,2020-01-25,0
1,2020-01-26,3
1,2020-01-27,1
1,2020-01-28,0
1,2020-01-29,0
1,2020-01-30,0
1,2020-01-31,0
1,2020-02-01,0
1,2020-02-02,0
1,2020-02-03,0
1,2020-02-04,0
1,2020-02-05,0
1,2020-02-06,0
1,2020-02-07,0
1,2020-02-08,0
1,2020-02-09,0
1,2020-02-10,0
1,2020-02-11,0
1,2020-02-12,0
1,2020-02-13,0
1,2020-02-14,0
1,2020-02-15,0
1,2020-02-16,0
1,2020-02-17,0
1,2020-02-18,0
1,2020-02-19,0
1,2020-02-20,0
1,2020-02-21,0
1,2020-02-22,0
1,2020-02-23,0
1,2020-02-24,0
1,2020-02-25,0
1,2020-02-26,0
1,2020-02-27,0
1,2020-02-28,0
1,2020-02-29,0
1,2020-03-01,2
1,2020-03-02,0
1,2020-03-03,7
1,2020-03-04,9
1,2020-03-05,0
1,2020-03-06,4
1,2020-03-07,2
1,2020-03-08,10
1,2020-03-09,10
1,2020-03-10,7
1,2020-03-11,10
1,2020-03-12,0
1,2020-03-13,27
1,2020-03-14,20
1,2020-03-15,22
1,2020-03-16,37
1,2020-03-17,39
1,2020-03-18,57
1,2020-03-19,40
1,2020-03-20,46
1,2020-03-21,83
1,2020-03-22,233
1,2020-03-23,0
1,2020-03-24,149
1,2020-03-25,211
1,2020-03-26,190
1,2020-03-27,186
1,2020-03-28,212
1,2020-03-29,174
1,2020-03-30,241
1,2020-03-31,0
1,2020-04-01,150
1,2020-04-02,116
1,2020-04-03,91
1,2020-04-04,104
1,2020-04-05,87
1,2020-04-06,57
1,2020-04-07,49
1,2020-04-08,48
1,2020-04-09,39
1,2020-04-10,49
1,2020-04-11,35
1,2020-04-12,0
1,2020-04-13,6
1,2020-04-14,7
1,2020-04-15,16
1,2020-04-16,11
1,2020-04-17,29
1,2020-04-18,10
1,2020-04-19,21
1,2020-04-20,6
1,2020-04-21,6
1,2020-04-22,2
1,2020-04-23,5
1,2020-04-24,6
1,2020-04-25,12
1,2020-04-26,8
1,2020-04-27,2
1,2020-04-28,12
1,2020-04-29,0
1,2020-04-30,9
1,2020-05-01,5
1,2020-05-02,5
1,2020-05-03,-2
1,2020-05-04,2
1,2020-05-05,7
1,2020-05-06,2
1,2020-05-07,3
1,2020-05-08,4
1,2020-05-09,2
1,2020-05-10,0
1,2020-05-11,0
1,2020-05-12,6
1,2020-05-13,4
1,2020-05-14,8
1,2020-05-15,3
1,2020-05-16,1
1,2020-05-17,1
1,2020-05-18,2
1,2020-05-19,3
1,2020-05-20,1
1,2020-05-21,2
1,2020-05-22,2
1,2020-05-23,1
1,2020-05-24,3
1,2020-05-25,2
1,2020-05-26,-3
1,2020-05-27,1
1,2020-05-28,2
1,2020-05-29,0
1,2020-05-30,3
1,2020-05-31,3
1,2020-06-01,6
1,2020-06-02,0
1,2020-06-03,2
1,2020-06-04,4
1,2020-06-05,0
1,2020-06-06,-1
1,2020-06-07,3
1,2020-06-08,2
1,2020-06-09,3
1,2020-06-10,0
1,2020-06-11,-2
1,2020-06-12,4
1,2020-06-13,9
1,2020-06-14,3
1,2020-06-15,3
1,2020-06-16,1
1,2020-06-17,2
1,2020-06-18,6
1,2020-06-19,1
1,2020-06-20,5
1,2020-06-21,2
1,2020-06-22,-1
1,2020-06-23,9
1,2020-06-24,3
1,2020-06-25,6
1,2020-06-26,6
1,2020-06-27,3
1,2020-06-28,7
1,2020-06-29,5
1,2020-06-30,14
1,2020-07-01,8
1,2020-07-02,0
1,2020-07-03,194
1,2020-07-04,14
1,2020-07-05,10
1,2020-07-06,4
1,2020-07-07,7
1,2020-07-08,13
1,2020-07-09,14
1,2020-07-10,7
1,2020-07-11,4
1,2020-07-12,14
1,2020-07-13,13
1,2020-07-14,12
1,2020-07-15,10
1,2020-07-16,8
1,2020-07-17,15
1,2020-07-18,18
1,2020-07-19,20
1,2020-07-20,11
1,2020-07-21,15
1,2020-07-22,19
1,2020-07-23,7
1,2020-07-24,14
1,2020-07-25,14
1,2020-07-26,17
1,2020-07-27,14
1,2020-07-28,19
1,2020-07-29,18
1,2020-07-30,20
1,2020-07-31,17
1,2020-08-01,11
1,2020-08-02,13
1,2020-08-03,12
1,2020-08-04,11
1,2020-08-05,12
1,2020-08-06,10
1,2020-08-07,9
1,2020-08-08,10
1,2020-08-09,14
1,2020-08-10,22
1,2020-08-11,18
1,2020-08-12,12
1,2020-08-13,9
1,2020-08-14,9
1,2020-08-15,5
1,2020-08-16,7
1,2020-08-17,2
1,2020-08-18,7
1,2020-08-19,5
1,2020-08-20,1
1,2020-08-21,9
1,2020-08-22,4
1,2020-08-23,3
1,2020-08-24,3
1,2020-08-25,6
1,2020-08-26,9
1,2020-08-27,13
1,2020-08-28,14
1,2020-08-29,7
1,2020-08-30,10
1,2020-08-31,13
1,2020-09-01,16
1,2020-09-02,12
1,2020-09-03,8
1,2020-09-04,5
1,2020-09-05,10
1,2020-09-06,4
1,2020-09-07,8
1,2020-09-08,9
1,2020-09-09,7
1,2020-09-10,10
1,2020-09-11,5
1,2020-09-12,9
1,2020-09-13,4
1,2020-09-14,7
1,2020-09-15,8
1,2020-09-16,5
1,2020-09-17,6
1,2020-09-18,2
1,2020-09-19,2
1,2020-09-20,4
1,2020-09-21,2
1,2020-09-22,6
1,2020-09-23,1
1,2020-09-24,4
1,2020-09-25,1
1,2020-09-26,0
1,2020-09-27,0
1,2020-09-28,2
1,2020-09-29,4
1,2020-09-30,3
1,2020-10-01,4
1,2020-10-02,1
1,2020-10-03,2
1,2020-10-04,1
1,2020-10-05,11
1,2020-10-06,3
1,2020-10-07,12
1,2020-10-08,10
1,2020-10-09,2
1,2020-10-10,5
1,2020-10-11,6
1,2020-10-12,11
1,2020-10-13,15
1,2020-10-14,11
1,2020-10-15,5
1,2020-10-16,7
1,2020-10-17,5
1,2020-10-18,4
1,2020-10-19,5
1,2020-10-20,10
1,2020-10-21,6
1,2020-10-22,7
1,2020-10-23,5
1,2020-10-24,7
1,2020-10-25,4
1,2020-10-26,12
1,2020-10-27,8
1,2020-10-28,5
1,2020-10-29,6
1,2020-10-30,4
1,2020-10-31,4
1,2020-11-01,7
1,2020-11-02,3
1,2020-11-03,8
1,2020-11-04,2
1,2020-11-05,9
1,2020-11-06,5
1,2020-11-07,3
1,2020-11-08,7
1,2020-11-09,0
1,2020-11-10,0
1,2020-11-11,0
1,2020-11-12,0
1,2020-11-13,0
1,2020-11-14,17
1,2020-11-15,12
1,2020-11-16,4
1,2020-11-17,7
1,2020-11-18,5
1,2020-11-19,3
1,2020-11-20,10
1,2020-11-21,11
1,2020-11-22,4
1,2020-11-23,6
1,2020-11-24,4
1,2020-11-25,0
1,2020-11-26,4
1,2020-11-27,8
1,2020-11-28,4
1,2020-11-29,9
1,2020-11-30,5
1,2020-12-01,6
1,2020-12-02,9
1,2020-12-03,6
1,2020-12-04,2
1,2020-12-05,5
1,2020-12-06,4
1,2020-12-07,6
1,2020-12-08,2
1,2020-12-09,2
1,2020-12-10,9
1,2020-12-11,6
1,2020-12-12,3
1,2020-12-13,3
1,2020-12-14,5
1,2020-12-15,7
1,2020-12-16,9
1,2020-12-17,16
1,2020-12-18,30
1,2020-12-19,36
1,2020-12-20,23
1,2020-12-21,18
1,2020-12-22,16
1,2020-12-23,18
1,2020-12-24,9
1,2020-12-25,15
1,2020-12-26,11
1,2020-12-27,14
1,2020-12-28,9
1,2020-12-29,25
1,2020-12-30,17
1,2020-12-31,5
1,2021-01-01,19
1,2021-01-02,11
1,2021-01-03,7
1,2021-01-04,8
1,2021-01-05,5
1,2021-01-06,6
1,2021-01-07,11
1,2021-01-08,6
1,2021-01-09,6
1,2021-01-10,11
1,2021-01-11,16
1,2021-01-12,7
1,2021-01-13,2
1,2021-01-14,2
1,2021-01-15,12
1,2021-01-16,9
1,2021-01-17,8
1,2021-01-18,2
1,2021-01-19,3
1,2021-01-20,5
1,2021-01-21,-1
1,2021-01-22,1
1,2021-01-23,3
1,2021-01-24,3
1,2021-01-25,1
1,2021-01-26,2
1,2021-01-27,3
1,2021-01-28,3
1,2021-01-29,2
1,2021-01-30,3
1,2021-01-31,6
1,2021-02-01,2
1,2021-02-02,2
1,2021-02-03,3
1,2021-02-04,0
1,2021-02-05,2
1,2021-02-06,1
1,2021-02-07,3
1,2021-02-08,2
1,2021-02-09,4
1,2021-02-10,3
1,2021-02-11,2
1,2021-02-12,2
1,2021-02-13,2
1,2021-02-14,0
1,2021-02-15,1
1,2021-02-16,4
1,2021-02-17,0
1,2021-02-18,2
1,2021-02-19,1
1,2021-02-20,3
1,2021-02-21,1
1,2021-02-22,4
1,2021-02-23,1
1,2021-02-24,7
1,2021-02-25,4
1,2021-02-26,6
1,2021-02-27,5
1,2021-02-28,3
1,2021-03-01,3
1,2021-03-02,6
1,2021-03-03,4
1,2021-03-04,12
1,2021-03-05,2
1,2021-03-06,2
1,2021-03-07,1
1,2021-03-08,5
1,2021-03-09,5
1,2021-03-10,6
1,2021-03-11,8
1,2021-03-12,0
1,2021-03-13,3
1,2021-03-14,3
1,2021-03-15,2
1,2021-03-16,7
1,2021-03-17,2
1,2021-03-18,5
1,2021-03-19,3
1,2021-03-20,2
1,2021-03-21,5
1,2021-03-22,4
1,2021-03-23,3
1,2021-03-24,4
1,2021-03-25,1
1,2021-03-26,3
1,2021-03-27,0
1,2021-03-28,2
1,2021-03-29,5
1,2021-03-30,3
1,2021-03-31,5
1,2021-04-01,0
1,2021-04-02,3
1,2021-04-03,1
1,2021-04-04,3
1,2021-04-05,7
1,2021-04-06,6
1,2021-04-07,2
1,2021-04-08,2
1,2021-04-09,4
1,2021-04-10,6
1,2021-04-11,9
1,2021-04-12,5
1,2021-04-13,3
1,2021-04-14,9
1,2021-04-15,7
1,2021-04-16,7
1,2021-04-17,6
1,2021-04-18,8
1,2021-04-19,3
1,2021-04-20,8
1,2021-04-21,7
1,2021-04-22,16
2,2020-01-22,0
2,2020-01-23,0
2,2020-01-24,0
2,2020-01-25,0
2,2020-01-26,0
2,2020-01-27,0
2,2020-01-28,0
2,2020-01-29,0
2,2020-01-30,0
2,2020-01-31,0
2,2020-02-01,0
2,2020-02-02,0
2,2020-02-03,0
2,2020-02-04,0
2,2020-02-05,0
2,2020-02-06,0
2,2020-02-07,0
2,2020-02-08,0
2,2020-02-09,0
2,2020-02-10,0
2,2020-02-11,0
2,2020-02-12,0
2,2020-02-13,0
2,2020-02-14,0
2,2020-02-15,0
2,2020-02-16,0
2,2020-02-17,0
2,2020-02-18,0
2,2020-02-19,0
2,2020-02-20,0
2,2020-02-21,0
2,2020-02-22,0
2,2020-02-23,0
2,2020-02-24,0
2,2020-02-25,0
2,2020-02-26,0
2,2020-02-27,0
2,2020-02-28,0
2,2020-02-29,0
2,2020-03-01,0
2,2020-03-02,0
2,2020-03-03,0
2,2020-03-04,1
2,2020-03-05,0
2,2020-03-06,-1
2,2020-03-07,0
2,2020-03-08,0
2,2020-03-09,0
2,2020-03-10,1
2,2020-03-11,0
2,2020-03-12,0
2,2020-03-13,0
2,2020-03-14,0
2,2020-03-15,0
2,2020-03-16,0
2,2020-03-17,0
2,2020-03-18,0
2,2020-03-19,0
2,2020-03-20,2
2,2020-03-21,0
2,2020-03-22,2
2,2020-03-23,0
2,2020-03-24,1
2,2020-03-25,0
2,2020-03-26,6
2,2020-03-27,0
2,2020-03-28,3
2,2020-03-29,0
2,2020-03-30,0
2,2020-03-31,2
2,2020-04-01,2
2,2020-04-02,2
2,2020-04-03,1
2,2020-04-04,4
2,2020-04-05,1
2,2020-04-06,1
2,2020-04-07,0
2,2020-04-08,0
2,2020-04-09,0
2,2020-04-10,0
2,2020-04-11,0
2,2020-04-12,0
2,2020-04-13,0
2,2020-04-14,0
2,2020-04-15,0
2,2020-04-16,0
2,2020-04-17,0
2,2020-04-18,0
2,2020-04-19,0
2,2020-04-20,0
2,2020-04-21,0
2,2020-04-22,0
2,2020-04-23,0
2,2020-04-24,0
2,2020-04-25,0
2,2020-04-26,0
2,2020-04-27,0
2,2020-04-28,0
2,2020-04-29,0
2,2020-04-30,0
2,2020-05-01,-1
2,2020-05-02,2
2,2020-05-03,0
2,2020-05-04,0
2,2020-05-05,0
2,2020-05-06,0
2,2020-05-07,0
2,2020-05-08,0
2,2020-05-09,0
2,2020-05-10,0
2,2020-05-11,0
2,2020-05-12,0
2,2020-05-13,0
2,2020-05-14,0
2,2020-05-15,0
2,2020-05-16,0
2,2020-05-17,0
2,2020-05-18,0
2,2020-05-19,0
2,2020-05-20,0
2,2020-05-21,0
2,2020-05-22,0
2,2020-05-23,0
2,2020-05-24,0
2,2020-05-25,0
2,2020-05-26,0
2,2020-05-27,0
2,2020-05-28,0
2,2020-05-29,0
2,2020-05-30,0
2,2020-05-31,0
2,2020-06-01,0
2,2020-06-02,0
2,2020-06-03,0
2,2020-06-04,0
2,2020-06-05,0
2,2020-06-06,0
2,2020-06-07,0
2,2020-06-08,0
2,2020-06-09,0
2,2020-06-10,0
2,2020-06-11,0
2,2020-06-12,0
2,2020-06-13,0
2,2020-06-14,0
2,2020-06-15,0
2,2020-06-16,0
2,2020-06-17,0
2,2020-06-18,0
2,2020-06-19,0
2,2020-06-20,0
2,2020-06-21,0
2,2020-06-22,0
2,2020-06-23,0
2,2020-06-24,0
2,2020-06-25,0
2,2020-06-26,0
2,2020-06-27,0
2,2020-06-28,0
2,2020-06-29,0
2,2020-06-30,0
2,2020-07-01,1
2,2020-07-02,0
2,2020-07-03,0
2,2020-07-04,0
2,2020-07-05,0
2,2020-07-06,0
2,2020-07-07,0
2,2020-07-08,0
2,2020-07-09,1
2,2020-07-10,0
2,2020-07-11,0
2,2020-07-12,0
2,2020-07-13,0
2,2020-07-14,0
2,2020-07-15,0
2,2020-07-16,0
2,2020-07-17,0
2,2020-07-18,0
2,2020-07-19,0
2,2020-07-20,0
2,2020-07-21,0
2,2020-07-22,0
2,2020-07-23,0
2,2020-07-24,0
2,2020-07-25,0
2,2020-07-26,0
2,2020-07-27,0
2,2020-07-28,0
2,2020-07-29,0
2,2020-07-30,0
2,2020-07-31,2
2,2020-08-01,0
2,2020-08-02,0
2,2020-08-03,0
2,2020-08-04,0
2,2020-08-05,0
2,2020-08-06,0
2,2020-08-07,0
2,2020-08-08,0
2,2020-08-09,0
2,2020-08-10,0
2,2020-08-11,0
2,2020-08-12,0
2,2020-08-13,0
2,2020-08-14,0
2,2020-08-15,0
2,2020-08-16,0
2,2020-08-17,0
2,2020-08-18,0
2,2020-08-19,0
2,2020-08-20,0
2,2020-08-21,0
2,2020-08-22,0
2,2020-08-23,0
2,2020-08-24,0
2,2020-08-25,0
2,2020-08-26,0
2,2020-08-27,0
2,2020-08-28,0
2,2020-08-29,0
2,2020-08-30,0
2,2020-08-31,0
2,2020-09-01,0
2,2020-09-02,0
2,2020-09-03,0
2,2020-09-04,0
2,2020-09-05,0
2,2020-09-06,0
2,2020-09-07,0
2,2020-09-08,0
2,2020-09-09,0
2,2020-09-10,0
2,2020-09-11,0
2,2020-09-12,0
2,2020-09-13,0
2,2020-09-14,0
2,2020-09-15,0
2,2020-09-16,0
2,2020-09-17,0
2,2020-09-18,0
2,2020-09-19,0
2,2020-09-20,0
2,2020-09-21,0
2,2020-09-22,0
2,2020-09-23,0
2,2020-09-24,0
2,2020-09-25,0
2,2020-09-26,0
2,2020-09-27,0
2,2020-09-28,0
2,2020-09-29,0
2,2020-09-30,0
2,2020-10-01,0
2,2020-10-02,0
2,2020-10-03,0
2,2020-10-04,0
2,2020-10-05,0
2,2020-10-06,0
2,2020-10-07,0
2,2020-10-08,0
2,2020-10-09,0
2,2020-10-10,0
2,2020-10-11,0
2,2020-10-12,0
2,2020-10-13,0
2,2020-10-14,0
2,2020-10-15,0
2,2020-10-16,0
2,2020-10-17,0
2,2020-10-18,0
2,2020-10-19,0
2,2020-10-20,0
2,2020-10-21,0
2,2020-10-22,0
2,2020-10-23,0
2,2020-10-24,0
2,2020-10-25,0
2,2020-10-26,0
2,2020-10-27,0
2,2020-10-28,4
2,2020-10-29,0
2,2020-10-30,1
2,2020-10-31,0
2,2020-11-01,0
2,2020-11-02,0
2,2020-11-03,0
2,2020-11-04,1
2,2020-11-05,0
2,2020-11-06,0
2,2020-11-07,0
2,2020-11-08,0
2,2020-11-09,1
2,2020-11-10,1
2,2020-11-11,1
2,2020-11-12,0
2,2020-11-13,4
2,2020-11-14,0
2,2020-11-15,0
2,2020-11-16,0
2,2020-11-17,0
2,2020-11-18,0
2,2020-11-19,0
2,2020-11-20,0
2,2020-11-21,0
2,2020-11-22,0
2,2020-11-23,1
2,2020-11-24,1
2,2020-11-25,1
2,2020-11-26,3
2,2020-11-27,0
2,2020-11-28,0
2,2020-11-29,0
2,2020-11-30,1
2,2020-12-01,0
2,2020-12-02,6
2,2020-12-03,0
2,2020-12-04,0
2,2020-12-05,0
2,2020-12-06,0
2,2020-12-07,2
2,2020-12-08,0
2,2020-12-09,0
2,2020-12-10,1
2,2020-12-11,0
2,2020-12-12,0
2,2020-12-13,1
2,2020-12-14,3
2,2020-12-15,0
2,2020-12-16,2
2,2020-12-17,0
2,2020-12-18,1
2,2020-12-19,2
2,2020-12-20,0
2,2020-12-21,0
2,2020-12-22,0
2,2020-12-23,2
2,2020-12-24,0
2,2020-12-25,0
2,2020-12-26,0
2,2020-12-27,0
2,2020-12-28,1
2,2020-12-29,0
2,2020-12-30,0
2,2020-12-31,1
2,2021-01-01,0
2,2021-01-02,6
2,2021-01-03,0
2,2021-01-04,0
2,2021-01-05,6
2,2021-01-06,0
2,2021-01-07,1
2,2021-01-08,2
2,2021-01-09,0
2,2021-01-10,0
